Course ID,Course Subject,Course Number,Course Name,Course Description
4429,CIVI,361,Introduction to Environmental Engineering,"Ecosystems considerations, food chain, natural decomposition, and recycling; environmental problems and impact of engineering activities. Various modes of pollution, water, air, and soil contamination, noise pollution; pollution measurement and quantification. Water and waste-water physical, chemical and biological characteristics; turbidity and colour, dissolved oxygen, hardness, pH, alkalinity, organic content, sampling and analysis, chemical and biochemical oxygen demand. Basic processes of treatment: flocculation and coagulation, sedimentation, filtration. Lectures: three hours per week. Tutorial: two hours per week, alternate weeks. Laboratory: two hours per week, alternate weeks.
Prerequisite: ENGR 361.




"
4430,CIVI,372,Transportation Engineering,"Fields of transportation engineering; transportation's roles in society; planning and design of road, rail, air, and water-way system components: terminals, right-of-way; control systems: evaluation of alternative modes and decision-making process; introduction to computer-aided design and management of systems. Lectures: three hours per week. Tutorial: one hour per week.
Prerequisite: BCEE 371; CIVI 341.




"
4431,CIVI,381,Hydraulics,"Basic hydrodynamics; boundary layer theory, principle of energy losses. Steady flow in open channel; uniform flow, specific energy and critical flow, transition; gradually varied flow in channels and conduits, water surface profiles, computer applications. Flow measurement in open channel, weirs, overflow spillways. Lectures: three hours per week. Tutorial: one hour per week. Laboratory: two hours per week, alternate weeks.
Prerequisite: ENGR 361, 391.




"
4432,CIVI,382,Water Resources Engineering,"Sources of water: surface water, groundwater, water quantities and requirements. Water use cycle. Characteristics of water and wastewater. Demand forecast, water use prediction and planning. Groundwater withdrawal and well hydraulics. Water supply network analysis, design of distribution systems, storage, pumping. Sanitary and storm water quantities, urban hydrology. Design of sewer systems, interceptors, gravity sewer, computer applications. Sustainable use of water resources. Design case studies. Lectures: three hours per week. Tutorial: one hour per week. Laboratory: two hours per week, alternate weeks.
Prerequisite: CIVI 381; ENGR 391 or EMAT 391.




"
4433,CIVI,390,Civil Engineering Design Project,"Prerequisite: CIVI 361 previously or concurrently; ENCS 282; BCEE 344 or 345 previously or concurrently. The project of each team will encompass the various stages of design of a medium-size civil engineering project. Students learn civil engineering design process, methodology, identification of objectives, codes, formulation of design problems, and estimation of loads on structures. The topics of design include the development and evaluation of sustainable design alternatives; and the computer-aided design tools. Additionally, performance evaluation using modelling, sensitivity analysis, and cost estimation is presented. Lectures: three hours per week. Laboratory: two hours per week,
alternate weeks."
4436,CIVI,432,Soil Mechanics,"Index properties and classification of soils. Weight-volume relationships. Soil structures. Moisture-density relationships. Permeability, deformation, and strength of soils. Principle of total and effective stresses. Steady stage seepage through isotropic soil media. Stress distribution due to external loads and analysis of total settlements. Outline of theory of consolidation. Fundamentals of stability of earth retaining walls, slopes, and footings. Lectures: three hours per week. Tutorial: one hour per week. Laboratory: two hours per week, alternate weeks.
Prerequisite: ENGR 244.




"
4438,CIVI,435,Foundation Design,"Shallow and deep foundations. Bearing capacity and settlement of foundations. Earth-retaining structures, sheet piles, cofferdams, anchors. Foundations subjected to dynamic loading. Foundations on difficult soils, soil improvement and underpinning. Lectures: three hours per week. Tutorial: two hours per week.
Prerequisite: CIVI 432. Site investigation.




"
4440,CIVI,437,Advanced Geotechnical Engineering,"Mechanical properties of rocks and rock formations. Underground openings in rocks. Slope stability of stratified formations. Foundations on rocks. Rock bolting. Introduction of soil dynamics. Wave propagation in one and two dimensions in elastic media. Seismic waves. Foundations subjected to dynamic loading. Theory of liquefaction. Lectures: three hours per week.
Prerequisite: CIVI 432.




"
4444,CIVI,453,Design of Reinforced Concrete Structures,"Prerequisite: BCEE 345; CIVI 390 or BLDG 390 previously or concurrently. This course covers a wide variety of topics on reinforced concrete including two-way slab systems (flat plate, flat slab and slab-on-beams); slender columns; columns subjected to biaxial bending; lateral loads resisting systems (moment-resisting frames, shear walls and coupled shear walls); prestressed concrete (losses, design requirements for flexure, shear, bond, anchorage and deflections). Design project. Lectures: three hours per week. Tutorial: one hour per week. Laboratory: two hours per week, alternate weeks."
4445,CIVI,454,Design of Steel Structures,"Prerequisite: BCEE 344; CIVI 390 or BLDG 390 previously or concurrently. This course covers a wide variety of topics on steel structures: trends and  developments in structura lsteel design, framing systems, floor systems such as composite construction and plate girders, braced frames, and moment-resisting frames. The subject includes connections and P-Delta effects. A design project is required. Lectures: three hours per week. Tutorial: one hour per week. Laboratory: two hours per week, alternate weeks"
4448,CIVI,464,Environmental Impact Assessment,"Engineering activities and the environment; environmental ethics. Prediction and estimation of impact on air, water, soil quality, and biological, socio-economic, cultural environments. Water and air pollution laws, solid and hazardous waste laws. Environmental inventories, assessment preparation, and review. Federal and provincial laws and regulations on environmental assessment. Strategies for environmental compliance, resolution of environmental conflicts. Case studies. Lectures: three hours per week.
Prerequisite: CIVI 361.




"
4449,CIVI,465,Water Pollution and Control,"Physical, chemical, and biological characteristics of water, water quality standards, reaction kinetics and material balances, eutrophication. Containment of reactive contaminants. Natural purification processes in water systems, adsorption, absorption; diffusion and dispersion, oxidation. Large-scale transport of contaminants, single and multiple source models; modelling of transport processes, computer simulation. Introduction to ground-water pollution, sea-water intrusion. Lectures: three hours per week. Laboratory: two hours per week, alternate weeks.
Prerequisite: CIVI 361.




"
4450,CIVI,466,Engineering Aspects of Chemical and Biological Processes,"Introduction to water purification, chemical treatment, coagulation, disinfection, special purification methods. Primary and secondary waste-water treatment, solution and surface chemistry, microbiological consideration; reaction kinetics, diffusion processes, membrane processes, re-aeration. Biological treatment, activated sludge process, treatment and disposal; biological reactors; aerated lagoons; trickling filter; biological nutrient removal. Tertiary waste-water treatment. Lectures: three hours per week.
Prerequisite: CIVI 361.




"
4451,CIVI,467,Air Pollution and Emission Control,"Types of air pollutants. Sources of air pollutants, effects of air pollutants on health, vegetation, materials, and the atmosphere; emission standards. Meteorological considerations, dispersion of pollutants in the atmosphere, distribution and cleansing of particle matter, atmospheric photochemical reactions. Particulate pollutant control, source correction, cooling treatment; control of gaseous pollutant, point sources, odour control; measurement techniques; computer applications. Lectures: three hours per week.
Prerequisite: CIVI 361.




"
4452,CIVI,468,Waste Management,"Solid waste; source and generation, sampling and analysis, collection, transport, and storage. Waste recycling, physical and chemical reduction; drying; energy recovery; disposal of solid waste. Sanitary and secure landfill planning, site selection, design and operation; chemical and biological reactions. Hazardous waste, chemical and physical characteristics, handling, processing, transportation, and disposal. Resource recovery alternatives, material exchanges, hazardous waste management facilities, incinerators, landfills. Lectures: three hours per week.
Prerequisite: CIVI 361.




"
4453,CIVI,469,Geo-Environmental Engineering,"Structure and surface chemistry of soil, ion exchange, hydrolysis equilibrium, adsorption. Biochemical degradation, toxic contaminants. Mechanical and thermodynamic equilibrium in soil. Geotechnical considerations in environmental design; soil decontamination. Barrier technologies and soil interaction. Landfill covers and leachate collection systems; subsurface investigation, soil-gas survey. Lectures: three hours per week. Laboratory: two hours per week, alternate weeks.
Prerequisite: CIVI 361.




"
4454,CIVI,471,Highway and Pavement Design,"Design criteria, including capacity and level of service; route alignment and right-of-way considerations; geometric design; earthworks and construction practices. Pavement materials and tests. Flexible and rigid pavement design procedures; subgrade, base, and surfacing characteristics; loads; stresses in pavement systems; material characterization; pavement response models; effects of natural forces, and construction practices. Pavement management. Computer applications. Geometric and pavement design projects. Lectures: three hours per week. Tutorial: two hours per week.
Prerequisite: BCEE 371; CIVI 372.




"
